,Label,Bird Name
912,912,Common Grackle
913,913,Boat-tailed Grackle
914,914,Great-tailed Grackle
915,915,Bronzed Cowbird
916,916,Orchard Oriole (Immature Male)
917,917,Gray-crowned Rosy-Finch
918,918,Black Rosy-Finch
919,919,Brown-capped Rosy-Finch
920,920,Common Redpoll
921,921,Hoary Redpoll
922,922,Pine Siskin
923,923,Western Wood-Pewee
924,924,Eastern Wood-Pewee
925,925,Least Flycatcher
926,926,Pacific-slope Flycatcher
927,927,Cordilleran Flycatcher
928,928,Black Phoebe
929,929,Eastern Phoebe
930,930,Say's Phoebe
931,931,Ash-throated Flycatcher
932,932,Great Crested Flycatcher
933,933,Cassin's Kingbird
934,934,Western Kingbird
935,935,Eastern Kingbird
936,936,Scissor-tailed Flycatcher
937,937,Loggerhead Shrike
938,938,Northern Shrike
939,939,White-eyed Vireo
940,940,Bell's Vireo
941,941,Yellow-throated Vireo
942,942,Plumbeous Vireo
943,943,Cassin's Vireo
944,944,Blue-headed Vireo
945,945,Hutton's Vireo
946,946,Warbling Vireo
947,947,Red-eyed Vireo
948,948,Gray Jay
949,949,Steller's Jay
950,950,Blue Jay
951,951,Florida Scrub-Jay
952,952,Western Scrub-Jay
953,953,Mexican Jay
954,954,Clark's Nutcracker
955,955,Black-billed Magpie
956,956,Yellow-billed Magpie
957,957,American Crow
958,958,Yellow-rumped Warbler (Breeding Audubon's)
959,959,Purple Martin (Female/juvenile)
960,960,American Robin (Juvenile)
961,961,Phainopepla (Male)
962,962,Snow Bunting (Nonbreeding)
963,963,Common Yellowthroat (Female/immature male)
964,964,American Redstart (Female/juvenile)
965,965,Magnolia Warbler (Female/immature male)
966,966,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)"
967,967,Chestnut-sided Warbler (Female/immature male)
968,968,Blackpoll Warbler (Female/juvenile)
969,969,Black-throated Blue Warbler (Female/Immature male)
970,970,Lark Bunting (Female/Nonbreeding male)
971,971,White-throated Sparrow (Tan-striped/immature)
972,972,Harris's Sparrow (Immature)
973,973,White-crowned Sparrow (Immature)
974,974,Golden-crowned Sparrow (Immature)
975,975,Dark-eyed Junco (White-winged)
976,976,Chipping Sparrow (Immature/nonbreeding adult)
977,977,Scarlet Tanager (Female/Nonbreeding Male)
978,978,Western Tanager (Female/Nonbreeding Male)
979,979,Northern Cardinal (Female/Juvenile)
980,980,Rose-breasted Grosbeak (Female/immature male)
981,981,Black-headed Grosbeak (Female/immature male)
982,982,Blue Grosbeak (Female/juvenile)
983,983,Lazuli Bunting (Female/juvenile)
984,984,Indigo Bunting (Female/juvenile)
985,985,Painted Bunting (Female/juvenile)
986,986,Bobolink (Female/juvenile/nonbreeding male)
987,987,Red-winged Blackbird (Female/juvenile)
988,988,Yellow-headed Blackbird (Female/Immature Male)
989,989,Brewer's Blackbird (Male)
990,990,Brown-headed Cowbird (Female/Juvenile)
991,991,Hooded Oriole (Female/Immature male)
992,992,Bullock's Oriole (Female/Immature male)
993,993,Baltimore Oriole (Female/Immature male)
994,994,Pine Grosbeak (Female/juvenile)
995,995,Purple Finch (Female/immature)
996,996,Cassin's Finch (Female/immature)
997,997,House Finch (Female/immature)
998,998,Red Crossbill (Female/juvenile)
999,999,White-winged Crossbill (Female/juvenile)
1000,1000,Lesser Goldfinch (Female/juvenile)
1001,1001,American Goldfinch (Female/Nonbreeding Male)
1002,1002,Evening Grosbeak (Female/Juvenile)
1003,1003,House Sparrow (Female/Juvenile)
1004,1004,"Vermilion Flycatcher (Female, immature)"
1005,1005,European Starling (Juvenile)
1006,1006,Fox Sparrow (Thick-billed/Slate-colored)
1007,1007,Summer Tanager (Immature Male)
1008,1008,Orchard Oriole (Female/Juvenile)
1009,1009,Yellow-rumped Warbler (Winter/juvenile Audubon's)
1010,1010,Dark-eyed Junco (Red-backed/Gray-headed)
